sample_id	chrom	start	end	cn_a	cn_b
sample_59	chrom1	7	8	0	0
sample_59	chrom1	8	9	0	0
sample_59	chrom1	9	10	0	0
sample_59	chrom2	0	1	0	0
sample_59	chrom2	1	2	0	0
sample_59	chrom2	2	3	0	0
sample_59	chrom2	3	4	0	0
sample_59	chrom2	4	5	0	0
sample_59	chrom2	5	6	0	0
sample_59	chrom2	6	7	0	1
sample_59	chrom2	7	8	0	0
sample_59	chrom2	8	9	0	0
sample_59	chrom2	9	10	0	0
sample_59	chrom3	0	1	0	0
sample_59	chrom3	1	2	0	0
sample_59	chrom3	2	3	0	0
sample_59	chrom3	3	4	0	0
sample_59	chrom3	4	5	0	0
sample_59	chrom3	5	6	0	0
sample_59	chrom3	6	7	0	0
sample_59	chrom3	7	8	0	0
sample_59	chrom3	8	9	0	0
sample_59	chrom3	9	10	0	0
sample_59	chrom4	0	1	0	0
sample_59	chrom4	1	2	0	0
sample_59	chrom4	2	3	0	0
sample_59	chrom4	3	4	0	0
sample_59	chrom4	4	5	0	0
sample_59	chrom4	5	6	0	0
sample_59	chrom4	6	7	0	0
sample_59	chrom4	7	8	0	0
sample_59	chrom4	8	9	0	0
sample_59	chrom4	9	10	0	0
sample_60	chrom1	0	1	0	0
sample_60	chrom1	1	2	0	0
sample_60	chrom1	2	3	0	0
sample_60	chrom1	3	4	0	0
sample_60	chrom1	4	5	0	0
sample_60	chrom1	5	6	0	0
sample_60	chrom1	6	7	0	0
sample_60	chrom1	7	8	0	0
sample_60	chrom1	8	9	0	0
sample_60	chrom1	9	10	0	0
sample_60	chrom2	0	1	0	0
sample_60	chrom2	1	2	0	0
sample_60	chrom2	2	3	0	0
sample_60	chrom2	3	4	0	0
sample_60	chrom2	4	5	0	0
sample_60	chrom2	5	6	0	0
sample_60	chrom2	6	7	0	0
sample_60	chrom2	7	8	0	0
sample_60	chrom2	8	9	0	0
sample_60	chrom2	9	10	0	0
sample_60	chrom3	0	1	0	0
sample_60	chrom3	1	2	0	0
sample_60	chrom3	2	3	0	0
sample_60	chrom3	3	4	0	0
sample_60	chrom3	4	5	0	0
sample_60	chrom3	5	6	0	0
sample_60	chrom3	6	7	0	0
sample_60	chrom3	7	8	0	0
sample_60	chrom3	8	9	0	0
sample_60	chrom3	9	10	0	0
sample_60	chrom4	0	1	0	0
sample_60	chrom4	1	2	0	0
sample_60	chrom4	2	3	0	0
sample_60	chrom4	3	4	0	0
sample_60	chrom4	4	5	0	0
sample_60	chrom4	5	6	0	0
sample_60	chrom4	6	7	0	0
sample_60	chrom4	7	8	0	0
sample_60	chrom4	8	9	0	0
sample_60	chrom4	9	10	0	1
sample_61	chrom1	0	1	0	0
sample_61	chrom1	1	2	0	0
sample_61	chrom1	2	3	0	0
sample_61	chrom1	3	4	0	0
sample_61	chrom1	4	5	0	0
sample_61	chrom1	5	6	0	0
sample_61	chrom1	6	7	0	0
sample_61	chrom1	7	8	0	0
sample_61	chrom1	8	9	0	0
sample_61	chrom1	9	10	0	0
sample_61	chrom2	0	1	0	0
sample_61	chrom2	1	2	0	0
sample_61	chrom2	2	3	0	0
sample_61	chrom2	3	4	0	0
sample_61	chrom2	4	5	0	0
sample_61	chrom2	5	6	0	0
sample_61	chrom2	6	7	0	0
sample_61	chrom2	7	8	0	0
sample_61	chrom2	8	9	0	0
sample_61	chrom2	9	10	0	0
sample_61	chrom3	0	1	0	0
sample_61	chrom3	1	2	0	0
sample_61	chrom3	2	3	0	0
sample_61	chrom3	3	4	0	0
sample_61	chrom3	4	5	0	0
sample_61	chrom3	5	6	0	0
sample_61	chrom3	6	7	0	0
sample_61	chrom3	7	8	0	0
sample_61	chrom3	8	9	0	0
sample_61	chrom3	9	10	0	0
sample_61	chrom4	0	1	0	0
sample_61	chrom4	1	2	0	0
sample_61	chrom4	2	3	0	0
sample_61	chrom4	3	4	0	0
sample_61	chrom4	4	5	0	0
sample_61	chrom4	5	6	0	0
sample_61	chrom4	6	7	0	0
sample_61	chrom4	7	8	0	0
sample_61	chrom4	8	9	0	0
sample_61	chrom4	9	10	0	1
sample_62	chrom1	0	1	0	0
sample_62	chrom1	1	2	0	0
sample_62	chrom1	2	3	0	0
sample_62	chrom1	3	4	0	0
sample_62	chrom1	4	5	1	0
sample_62	chrom1	5	6	0	0
sample_62	chrom1	6	7	0	0
sample_62	chrom1	7	8	0	0
sample_62	chrom1	8	9	0	0
sample_62	chrom1	9	10	0	0
sample_62	chrom2	0	1	0	0
sample_62	chrom2	1	2	0	0
sample_62	chrom2	2	3	0	0
sample_62	chrom2	3	4	0	0
sample_62	chrom2	4	5	0	0
sample_62	chrom2	5	6	0	0
sample_62	chrom2	6	7	0	0
sample_62	chrom2	7	8	0	0
sample_62	chrom2	8	9	0	0
sample_62	chrom2	9	10	0	0
sample_62	chrom3	0	1	0	0
sample_62	chrom3	1	2	0	0
sample_62	chrom3	2	3	0	0
sample_62	chrom3	3	4	0	0
sample_62	chrom3	4	5	0	0
sample_62	chrom3	5	6	0	0
sample_62	chrom3	6	7	0	0
sample_62	chrom3	7	8	0	0
sample_62	chrom3	8	9	0	0
sample_62	chrom3	9	10	0	0
sample_62	chrom4	0	1	0	0
sample_62	chrom4	1	2	0	0
sample_62	chrom4	2	3	0	0
sample_62	chrom4	3	4	0	0
sample_62	chrom4	4	5	0	0
sample_62	chrom4	5	6	1	0
sample_62	chrom4	6	7	0	0
sample_62	chrom4	7	8	0	0
sample_62	chrom4	8	9	0	0
sample_62	chrom4	9	10	0	1
sample_63	chrom1	0	1	0	0
sample_63	chrom1	1	2	0	0
sample_63	chrom1	2	3	0	0
sample_63	chrom1	3	4	0	0
sample_63	chrom1	4	5	0	0
sample_63	chrom1	5	6	0	0
sample_63	chrom1	6	7	0	0
sample_63	chrom1	7	8	0	0
sample_63	chrom1	8	9	0	0
sample_63	chrom1	9	10	0	0
sample_63	chrom2	0	1	0	0
sample_63	chrom2	1	2	0	0
sample_63	chrom2	2	3	0	0
sample_63	chrom2	3	4	0	0
sample_63	chrom2	4	5	0	0
sample_63	chrom2	5	6	0	0
sample_63	chrom2	6	7	0	0
sample_63	chrom2	7	8	0	0
sample_63	chrom2	8	9	0	0
sample_63	chrom2	9	10	0	0
sample_63	chrom3	0	1	0	0
sample_63	chrom3	1	2	0	0
sample_63	chrom3	2	3	0	0
sample_63	chrom3	3	4	0	0
sample_63	chrom3	4	5	0	0
sample_63	chrom3	5	6	0	0
sample_63	chrom3	6	7	0	0
sample_63	chrom3	7	8	0	0
sample_63	chrom3	8	9	0	0
sample_63	chrom3	9	10	0	0
sample_63	chrom4	0	1	0	0
sample_63	chrom4	1	2	0	0
sample_63	chrom4	2	3	0	0
sample_63	chrom4	3	4	0	0
sample_63	chrom4	4	5	0	0
sample_63	chrom4	5	6	0	0
sample_63	chrom4	6	7	0	0
sample_63	chrom4	7	8	0	0
sample_63	chrom4	8	9	0	0
sample_63	chrom4	9	10	0	0
sample_64	chrom1	0	1	0	0
sample_64	chrom1	1	2	0	0
sample_64	chrom1	2	3	0	0
sample_64	chrom1	3	4	0	0
sample_64	chrom1	4	5	0	0
sample_64	chrom1	5	6	0	0
sample_64	chrom1	6	7	0	0
sample_64	chrom1	7	8	0	1
sample_64	chrom1	8	9	0	0
sample_64	chrom1	9	10	0	0
sample_64	chrom2	0	1	0	0
sample_64	chrom2	1	2	0	0
sample_64	chrom2	2	3	0	0
sample_64	chrom2	3	4	0	0
sample_64	chrom2	4	5	0	0
sample_64	chrom2	5	6	0	0
sample_64	chrom2	6	7	0	0
sample_64	chrom2	7	8	0	0
sample_64	chrom2	8	9	0	0
sample_64	chrom2	9	10	0	0
sample_64	chrom3	0	1	0	0
sample_64	chrom3	1	2	0	0
sample_64	chrom3	2	3	0	0
sample_64	chrom3	3	4	0	0
sample_64	chrom3	4	5	0	0
sample_64	chrom3	5	6	0	0
sample_64	chrom3	6	7	0	0
sample_64	chrom3	7	8	0	0
sample_64	chrom3	8	9	0	0
sample_64	chrom3	9	10	0	0
sample_64	chrom4	0	1	0	0
sample_64	chrom4	1	2	0	0
sample_64	chrom4	2	3	0	0
sample_64	chrom4	3	4	0	0
sample_64	chrom4	4	5	0	0
sample_64	chrom4	5	6	0	0
sample_64	chrom4	6	7	0	0
sample_64	chrom4	7	8	0	0
sample_64	chrom4	8	9	0	0
sample_64	chrom4	9	10	0	0
sample_65	chrom1	0	1	0	0
sample_65	chrom1	1	2	0	0
sample_65	chrom1	2	3	0	0
sample_65	chrom1	3	4	0	0
sample_65	chrom1	4	5	0	0
sample_65	chrom1	5	6	0	0
sample_65	chrom1	6	7	0	0
sample_65	chrom1	7	8	0	0
sample_65	chrom1	8	9	0	0
sample_65	chrom1	9	10	0	0
sample_65	chrom2	0	1	0	0
sample_65	chrom2	1	2	0	0
sample_65	chrom2	2	3	0	0
sample_65	chrom2	3	4	0	0
sample_65	chrom2	4	5	0	0
sample_65	chrom2	5	6	0	0
sample_65	chrom2	6	7	0	1
sample_65	chrom2	7	8	0	0
sample_65	chrom2	8	9	0	0
sample_65	chrom2	9	10	0	0
sample_65	chrom3	0	1	0	0
sample_65	chrom3	1	2	0	0
sample_65	chrom3	2	3	0	0
sample_65	chrom3	3	4	0	0
sample_65	chrom3	4	5	0	0
sample_65	chrom3	5	6	0	0
sample_65	chrom3	6	7	0	0
sample_65	chrom3	7	8	0	0
sample_65	chrom3	8	9	0	0
sample_65	chrom3	9	10	0	0
sample_65	chrom4	0	1	0	0
sample_65	chrom4	1	2	0	0
sample_65	chrom4	2	3	0	0
sample_65	chrom4	3	4	0	0
sample_65	chrom4	4	5	0	0
sample_65	chrom4	5	6	0	0
sample_65	chrom4	6	7	0	0
sample_65	chrom4	7	8	0	0
sample_65	chrom4	8	9	0	0
sample_65	chrom4	9	10	0	0
sample_66	chrom1	0	1	0	0
sample_66	chrom1	1	2	0	0
sample_66	chrom1	2	3	0	0
sample_66	chrom1	3	4	0	0
sample_66	chrom1	4	5	0	0
sample_66	chrom1	5	6	0	0
sample_66	chrom1	6	7	0	0
sample_66	chrom1	7	8	0	0
sample_66	chrom1	8	9	0	0
sample_66	chrom1	9	10	0	0
sample_66	chrom2	0	1	0	0
sample_66	chrom2	1	2	0	0
sample_66	chrom2	2	3	0	0
sample_66	chrom2	3	4	0	0
sample_66	chrom2	4	5	0	0
sample_66	chrom2	5	6	0	0
sample_66	chrom2	6	7	0	0
sample_66	chrom2	7	8	0	0
sample_66	chrom2	8	9	0	0
sample_66	chrom2	9	10	0	0
sample_66	chrom3	0	1	0	0
sample_66	chrom3	1	2	0	0
sample_66	chrom3	2	3	0	0
sample_66	chrom3	3	4	0	0
sample_66	chrom3	4	5	0	0
sample_66	chrom3	5	6	0	0
sample_66	chrom3	6	7	0	0
sample_66	chrom3	7	8	0	0
sample_66	chrom3	8	9	0	0
sample_66	chrom3	9	10	0	0
sample_66	chrom4	0	1	0	0
sample_66	chrom4	1	2	0	0
sample_66	chrom4	2	3	0	0
sample_66	chrom4	3	4	0	0
sample_66	chrom4	4	5	0	0
sample_66	chrom4	5	6	0	0
sample_66	chrom4	6	7	0	0
sample_66	chrom4	7	8	0	0
sample_66	chrom4	8	9	0	0
sample_66	chrom4	9	10	0	1
